scientificName,family,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate
Taxidea taxus,Mustelidae,42.5935,-119.6452,6787.0,2017-07-13
Taxidea taxus,Mustelidae,38.8825,-109.774,259.0,2017-06-21
Taxidea taxus,Mustelidae,38.4138,-122.957,26.0,2013-08-24
Taxidea taxus,Mustelidae,33.0425,-116.1039,29012.0,2012-01-03
Taxidea taxus,Mustelidae,34.1392,-100.4249,2601.0,2015-06-28
Taxidea taxus,Mustelidae,35.5627,-113.8835,,2017-08-05
Taxidea taxus,Mustelidae,41.0447,-112.2429,1293.0,2013-09-25
Taxidea taxus,Mustelidae,49.0403,-119.2543,26582.0,2017-06-08
Taxidea taxus,Mustelidae,30.912,-110.5716,29304.0,2018-07-28
Taxidea taxus,Mustelidae,43.9063,-92.4808,6.0,2018-08-12
Taxidea taxus,Mustelidae,46.6634,-119.3781,2919.0,2013-05-03
Taxidea taxus,Mustelidae,30.8945,-104.7945,10.0,2013-08-23
Taxidea taxus,Mustelidae,33.9429,-97.3679,,2018-04-23
Taxidea taxus,Mustelidae,38.3373,-123.0555,1268.0,2018-04-30
Taxidea taxus,Mustelidae,28.5463,-99.8879,,2014-07-09
Taxidea taxus,Mustelidae,33.6135,-97.9667,27.0,2014-08-17
Taxidea taxus,Mustelidae,50.6486,-101.6363,26325.0,2008-08-01
Taxidea taxus,Mustelidae,31.9326,-101.8599,5.0,2014-08-03
Taxidea taxus,Mustelidae,44.428,-110.5885,184.0,2015-10-17
Taxidea taxus,Mustelidae,41.8685,-121.9103,8.0,2017-10-29
Taxidea taxus,Mustelidae,43.9388,-110.6422,150.0,2014-08-30
Taxidea taxus,Mustelidae,44.9093,-110.3855,2752.0,2010-06-26
Taxidea taxus,Mustelidae,35.0426,-115.3963,4931.0,2018-07-09
Taxidea taxus,Mustelidae,45.518,-117.3003,122.0,2018-01-20
Taxidea taxus,Mustelidae,36.1375,-120.2028,,2016-03-07
Taxidea taxus,Mustelidae,40.6612,-106.3268,475.0,2007-05-26
Taxidea taxus,Mustelidae,33.0986,-100.571,31.0,2017-06-04
Taxidea taxus,Mustelidae,33.1751,-116.1002,30.0,2008-07-16
Taxidea taxus,Mustelidae,38.8949,-100.9817,,2009-06-18
Taxidea taxus,Mustelidae,32.6833,-115.9104,1789.0,2013-10-06
Taxidea taxus,Mustelidae,23.6024,-106.5772,30154.0,2014-10-16
Taxidea taxus,Mustelidae,33.1756,-116.0999,30.0,2009-06-19
Taxidea taxus,Mustelidae,33.1756,-116.0999,30.0,2009-06-28
Taxidea taxus,Mustelidae,47.5439,-117.5791,,2016-08-29
Taxidea taxus,Mustelidae,47.9983,-108.2494,,2010-06-01
Taxidea taxus,Mustelidae,38.1444,-122.584,120.0,2017-01-16
Taxidea taxus,Mustelidae,43.2297,-118.8768,61.0,2017-06-20
Taxidea taxus,Mustelidae,42.178,-119.8066,977.0,2015-06-18
Taxidea taxus,Mustelidae,44.428,-110.5885,,2016-06-06
Taxidea taxus,Mustelidae,27.0088,-97.597,977.0,2007-03-05
Taxidea taxus,Mustelidae,43.6267,-103.4251,,2010-07-12
Taxidea taxus,Mustelidae,32.7046,-116.5203,5.0,2017-05-06
Taxidea taxus,Mustelidae,49.2413,-110.8301,977.0,2009-06-11
Taxidea taxus,Mustelidae,33.6062,-114.9547,,2016-10-21
Taxidea taxus,Mustelidae,38.039,-122.8018,6.0,2018-05-05
Taxidea taxus,Mustelidae,36.5358,-121.914,39.0,2013-06-06
Taxidea taxus,Mustelidae,36.399,-121.3252,5.0,2018-04-21
Taxidea taxus,Mustelidae,37.84,-122.516,,2014-03-29
Taxidea taxus,Mustelidae,29.63,-96.9523,100.0,2017-01-05
Taxidea taxus,Mustelidae,41.3384,-83.6599,61.0,2016-07-10
Taxidea taxus,Mustelidae,25.1444,-100.8492,30003.0,2018-01-26
Taxidea taxus,Mustelidae,29.1393,-103.528,,2013-11-09
Taxidea taxus,Mustelidae,33.2672,-116.2353,5.0,2018-04-28
Taxidea taxus,Mustelidae,33.1244,-116.0725,29012.0,2007-06-28
Taxidea taxus,Mustelidae,37.3604,-89.0186,15.0,2017-07-20
Taxidea taxus,Mustelidae,33.862,-99.1385,28902.0,2014-09-25
Taxidea taxus,Mustelidae,33.0045,-116.0368,29012.0,2008-07-07
Taxidea taxus,Mustelidae,33.1255,-116.1645,29012.0,2008-07-16
Taxidea taxus,Mustelidae,38.7695,-109.5885,250.0,2012-09-13
Taxidea taxus,Mustelidae,42.4675,-83.9665,6856.0,1993-11-04
Taxidea taxus,Mustelidae,44.2405,-84.3367,1164.0,1997-10-20
Taxidea taxus,Mustelidae,42.3044,-83.6046,6856.0,1909-06-12
Taxidea taxus,Mustelidae,45.8222,-87.3875,187.0,1922-10-13
Taxidea taxus,Mustelidae,42.2862,-83.7266,11819.0,1976-04-30
Taxidea taxus,Mustelidae,30.421,-103.91,,1937-04-14
Taxidea taxus,Mustelidae,42.3821,-84.0735,6856.0,1919-12-01
Taxidea taxus,Mustelidae,35.792,-101.962,,1933-08-11
Taxidea taxus,Mustelidae,43.0836,-84.9258,1164.0,1997-11-10
Taxidea taxus,Mustelidae,43.7351,-85.3324,1164.0,1997-10-19
Taxidea taxus,Mustelidae,41.9043,-85.9235,1165.0,1996-11-22
Taxidea taxus,Mustelidae,44.9379,-84.9978,1202.0,1993-11-10
Taxidea taxus,Mustelidae,42.4463,-83.9995,626.0,1991-09-01
Taxidea taxus,Mustelidae,43.9608,-83.9365,1164.0,1997-01-21
Taxidea taxus,Mustelidae,41.9634,-84.9317,1165.0,1996-11-17
Taxidea taxus,Mustelidae,43.8471,-84.0748,1164.0,1993-11-27
Taxidea taxus,Mustelidae,42.5006,-85.1417,1165.0,1997-11-23
Taxidea taxus,Mustelidae,43.3389,-113.5299,9831.0,1937-07-19
Taxidea taxus,Mustelidae,42.2691,-83.8037,13942.0,1924-11-09
Taxidea taxus,Mustelidae,45.5633,-84.6635,1313.0,1995-03-16
Taxidea taxus,Mustelidae,35.2749,-117.934,8127.0,1972-08-21
Taxidea taxus,Mustelidae,34.1189,-114.51,163.0,1935-08-14
Taxidea taxus,Mustelidae,44.6887,-111.8335,2990.0,1976-11-08
Taxidea taxus,Mustelidae,35.9315,-119.9842,19003.0,1939-09-06
Taxidea taxus,Mustelidae,35.2749,-117.934,8127.0,1970-12-17
Taxidea taxus,Mustelidae,35.2867,-100.1779,3036.0,1969-12-13
Taxidea taxus,Mustelidae,33.34,-101.385,,1963-04-15
Taxidea taxus,Mustelidae,33.34,-101.385,,1963-04-15
Taxidea taxus,Mustelidae,34.723,-102.904,,1985-12-20
Taxidea taxus,Mustelidae,33.811,-102.18,,1985-09-30
Taxidea taxus,Mustelidae,34.179,-100.306,,1968-07-27
Taxidea taxus,Mustelidae,30.5428,-98.7037,1807.0,1997-01-04
Taxidea taxus,Mustelidae,32.89,-100.233,,1966-03-26
Taxidea taxus,Mustelidae,43.03,-81.35,,1990-04-08
Taxidea taxus,Mustelidae,51.09,-114.54,,2008-08-08
Taxidea taxus,Mustelidae,42.6884,-81.7127,3.62,1948-08-01
Taxidea taxus,Mustelidae,49.7167,-99.6,,1923-12-09
Taxidea taxus,Mustelidae,35.4,-120.8333,,1957-02-06
